"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TSC22D3",1.26668751964976e-146,0.259024253284759,0.559,0.168,4.26797692870788e-142
"ZFAND2A",2.58805663041104e-146,0.800570204797508,0.767,0.357,8.72019801050695e-142
"ECH1",2.66721004063078e-146,0.388116219254999,0.89,0.523,8.98689751090136e-142
"ABHD3",8.17389600424991e-146,0.271021610627028,0.561,0.172,2.75411251967196e-141
"AHSA1",8.95898597822164e-145,0.336350872165478,0.862,0.43,3.018640735502e-140
"LGALS1",6.63939675812704e-144,0.326607870105431,0.571,0.182,2.23707834368332e-139
"CKAP4",1.6130791586073e-143,0.279634652304512,0.704,0.275,5.43510891701145e-139
"DUSP4",2.1675205079233e-143,0.585858127141808,0.469,0.134,7.30324359939678e-139
"CALR",2.75931754227011e-140,0.506640696930321,0.997,0.864,9.2972445269249e-136
"HSPA6",1.79971387744846e-139,1.65173607532742,0.388,0.087,6.06395593867483e-135
"TUBA4A",1.92430836884695e-138,0.285093330970668,0.775,0.336,6.48376461799291e-134
"MX1",6.02131215571064e-138,0.340076607956296,0.34,0.05,2.02882091774514e-133
"NUDC",6.99387767657609e-136,0.378381177756602,0.943,0.583,2.35651714434555e-131
"YIPF3",1.1590211613865e-135,0.28513783219337,0.869,0.419,3.90520590117566e-131
"DNAJA4",3.35642388067917e-135,0.324627406540167,0.559,0.185,1.13091346235604e-130
"GRHPR",3.91214921393878e-135,0.266258705871531,0.873,0.426,1.31815955614453e-130
"SERPINA1",4.67984101865727e-135,0.74136667143763,0.475,0.139,1.57682563282638e-130
"RGS2",7.27210467015176e-135,0.378350213161338,0.337,0.05,2.45026294756093e-130
"TRA2B",2.67196844009816e-134,0.389504602424051,0.928,0.527,9.00293046206674e-130
"EEF1D",3.44645413238117e-133,-0.445085595999632,0.999,0.987,1.16124825536451e-128
"TACC1",2.1356017616076e-132,0.254726824326343,0.643,0.242,7.19569657556066e-128
"ISG15",5.86445400298931e-132,0.889621324297982,0.833,0.441,1.97596913176722e-127
"NASP",1.05593374708375e-131,0.283204082559477,0.721,0.302,3.55786316742399e-127
"ANG",1.23198673112208e-131,0.255987546230124,0.521,0.16,4.15105609184275e-127
"EMC7",1.24135883144453e-129,0.273539823499984,0.801,0.358,4.1826344466692e-125
"IGFBP4",1.11098601060866e-128,0.280631355784788,0.727,0.304,3.74335626414481e-124
"CALM1",2.07591459791401e-128,0.520306795999745,0.994,0.894,6.99458664621148e-124
"GADD45B",3.69403641772866e-128,0.477122903449662,0.742,0.343,1.2446686305895e-123
"PNN",1.67950189367135e-126,0.277488585522664,0.832,0.398,5.65891368053626e-122
"H1FX",8.58440475141336e-126,0.263854628217566,0.743,0.317,2.89242933694122e-121
"DUSP1",1.19070210177406e-124,0.645574511367719,0.91,0.576,4.01195166171752e-120
"GPRC5C",1.88632469650355e-123,0.252477908860669,0.591,0.215,6.35578243239908e-119
"RBM25",8.58225496998731e-123,0.285643844220501,0.884,0.462,2.89170498958752e-118
"TMED10",1.71025413982884e-122,0.350918812138038,0.949,0.582,5.76253029873929e-118
"CLK1",5.60776414232653e-122,0.267537734179652,0.802,0.362,1.8894800501155e-117
"REG4",3.72806582791895e-121,2.81719377125502,0.292,0.043,1.25613450005901e-116
