"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SERPINB1",7.07226555646909e-39,0.299687640494608,0.792,0.828,9.87995498238732e-35
"CTGF",3.42170405820892e-38,0.566611126465732,0.421,0.334,4.78012056931787e-34
"ILF2",3.50225072501354e-38,0.286081761119847,0.719,0.736,4.89264426284392e-34
"JUN",4.75573466868045e-38,0.749364357438122,0.857,0.873,6.64376133214658e-34
"TYMP",7.18811129452331e-38,0.279147798505149,0.437,0.337,1.00417914784491e-33
"ANKRD36C",1.49968809218496e-37,0.28888341321348,0.224,0.14,2.09506426478239e-33
"AKAP9",2.10892990528174e-37,0.417441909131422,0.633,0.587,2.94617507767858e-33
"ATOX1",7.96181417701004e-37,0.266353077883549,0.728,0.715,1.1122654405283e-32
"GCC2",2.30400214552337e-36,0.252087525789334,0.568,0.493,3.21869099729615e-32
"CMIP",2.97147713995455e-36,0.371492106037335,0.436,0.358,4.15115356451651e-32
"JMJD1C",3.55525169818058e-36,0.262915198309989,0.535,0.47,4.96668662235827e-32
"B3GNT7",4.44927645246671e-36,0.278183722394205,0.154,0.086,6.21563920409599e-32
"CDKN2A",4.72959090015303e-36,0.313778345480565,0.192,0.114,6.60723848751379e-32
"CKB",9.33505138986725e-36,0.763175578767706,0.695,0.634,1.30410667916446e-31
"DUSP6",1.18986261037422e-35,0.282470586251873,0.48,0.401,1.66223806669279e-31
"CYSTM1",2.0599520219305e-35,-0.324684226260768,0.792,0.906,2.8777529746369e-31
"SQSTM1",3.52310339421127e-35,0.593377552569137,0.882,0.902,4.92177544171315e-31
"CXCL2",3.99886151660879e-35,-0.520681750034972,0.661,0.759,5.58640953870248e-31
"IL32",5.21015676067519e-35,-0.267980455036112,0.856,0.946,7.27858899466324e-31
"ATP1B1",2.41077524266472e-34,0.556639066696134,0.788,0.847,3.36785301400261e-30
"PRSS23",2.92348198039966e-34,0.704539294093165,0.517,0.494,4.08410432661832e-30
"MAFB",5.13119563618872e-34,0.564530752105585,0.115,0.057,7.16828030375565e-30
"HSP90AB1",7.90114254202075e-34,0.285540386189192,0.908,0.964,1.1037896131203e-29
"NENF",1.50460828790383e-33,0.289479126544494,0.785,0.838,2.10193777820165e-29
"MGST3",1.81650391096767e-32,0.345132523033598,0.805,0.872,2.53765596362183e-28
"LGALS4",1.54103194285986e-31,0.288802527271403,0.926,0.955,2.15282162417523e-27
"TPR",6.48108354001696e-31,0.285379597021322,0.585,0.538,9.05407370540369e-27
"IGFBP2",1.05877573110169e-30,0.372297257782041,0.707,0.671,1.47910969634906e-26
"F11R",1.39491077124364e-29,0.364892609681321,0.576,0.548,1.94869034742736e-25
"KRT7",2.13463233247834e-29,-0.361003110404628,0.181,0.269,2.98208136847224e-25
"PERP",4.96046841956032e-29,-0.269240655058625,0.886,0.946,6.92977438212577e-25
"IFI6",5.33796375251637e-29,-0.321434852870804,0.541,0.453,7.45713536226537e-25
"LMNA",8.55316840750615e-29,0.469037373851579,0.831,0.889,1.19487762652861e-24
"KLF5",1.04090230127329e-28,0.254370302742749,0.766,0.784,1.45414051487879e-24
